,Klebsiella pneumoniae 1162281 1037908.3,Klebsiella pneumoniae KCTC 2242 1049565.4,Klebsiella pneumoniae 1191100241 1074486.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH1 1087440.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH2 1087441.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH4 1087443.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH5 1087444.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH6 1087445.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH7 1094167.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH8 1094168.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH9 1094169.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH10 1094170.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH11 1094171.3,Klebsiella pneumoniae subsp. pneumoniae HS11286 1125630.4,Klebsiella pneumoniae subsp. pneumoniae KPNIH12 1128946.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH14 1128948.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH16 1128950.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH17 1128951.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH18 1128952.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH19 1128953.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH20 1128954.3,Klebsiella pneumoniae subsp. pneumoniae DSM 30104 1162296.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH21 1168062.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH22 1168063.3,Klebsiella pneumoniae subsp. pneumoniae KPNIH23 1168064.3,Klebsiella pneumoniae subsp. pneumoniae LZ 1177153.3,Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO 1185418.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO 1185419.3,Klebsiella pneumoniae subsp. pneumoniae ST258-K28BO 1185420.3,Klebsiella pneumoniae subsp. pneumoniae 1084 1193292.6,Klebsiella pneumoniae subsp. pneumoniae WGLW1 1203544.3,Klebsiella pneumoniae subsp. pneumoniae WGLW2 1203545.3,Klebsiella pneumoniae subsp. pneumoniae WGLW5 1203547.3,Klebsiella pneumoniae subsp. pneumoniae ST258-490 1212766.3,Klebsiella pneumoniae subsp. pneumoniae KpQ3 1226115.3,Klebsiella pneumoniae subsp. pneumoniae Ecl8 1226680.3,Klebsiella pneumoniae ATCC BAA-2146 1263871.3,Klebsiella pneumoniae hvKP1 1267897.3,Klebsiella pneumoniae ATCC BAA-1705 1276652.3,Klebsiella pneumoniae 700603 1276653.3,Klebsiella pneumoniae PR04 1279040.3,Klebsiella pneumoniae UHKPC40 1284787.3,Klebsiella pneumoniae UHKPC23 1284788.3,Klebsiella pneumoniae UHKPC05 1284790.3,Klebsiella pneumoniae DMC0526 1284796.3,Klebsiella pneumoniae UHKPC48 1284801.3,Klebsiella pneumoniae UHKPC09 1284810.3,Klebsiella pneumoniae UHKPC01 1284811.3,Klebsiella pneumoniae UHKPC81 1284812.3,Klebsiella pneumoniae UHKPC27 1284813.3,Klebsiella pneumoniae UHKPC 52 1284814.3,Klebsiella pneumoniae UHKPC24 1284815.3,Klebsiella pneumoniae UHKPC26 1284816.3,Klebsiella pneumoniae UHKPC57 1284817.3,Klebsiella pneumoniae UHKPC45 1284819.3,Klebsiella pneumoniae UHKPC22 1284820.3,Klebsiella pneumoniae UHKPC29 1284821.3,Klebsiella pneumoniae UHKPC32 1284822.3,Klebsiella pneumoniae UHKPC04 1284823.3,Klebsiella pneumoniae VAKPC252 1284824.3,Klebsiella pneumoniae VAKPC254 1284825.3,Klebsiella pneumoniae VAKPC269 1284826.3,Klebsiella pneumoniae VAKPC278 1284827.3,Klebsiella pneumoniae VAKPC280 1284828.3,Klebsiella pneumoniae VAKPC270 1284829.3,Klebsiella pneumoniae VAKPC276 1284830.3,Klebsiella pneumoniae VAKPC297 1284831.3,Klebsiella pneumoniae VAKPC309 1284832.3,Klebsiella pneumoniae KP-11 1284834.3,Klebsiella pneumoniae HSL4 1294269.3,Klebsiella pneumoniae 361_1301 1304920.3,Klebsiella pneumoniae 500_1420 1304922.3,Klebsiella pneumoniae 540_1460 1304923.3,Klebsiella pneumoniae 646_1568 1304924.3,Klebsiella pneumoniae subsp. pneumoniae 12-3578 1306950.3,Klebsiella pneumoniae ATCC 25955 1316938.3,Klebsiella pneumoniae G5-2 1316939.3,Klebsiella pneumoniae MGH 78578 272620.3,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 272620.9,Klebsiella pneumoniae NTUH-K2044 484021.4,Klebsiella pneumoniae 342 507522.6,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884 667127.3
KPN_04247,99.4,99.7,99.4,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,99.4,98.2,98.2,98.2,99.7,98.2,98.2,98.2,98.8,99.4,99.7,99.7,98.2,99.7,99.7,98.2,99.7,98.2,98.5,99.7,98.2,98.2,98.2,98.2,98.2,98.2,98.2,99.7,98.2,98.2,98.2,98.2,99.7,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,99.7,99.4,98.2,98.2,98.2,98.2,98.5,99.7,99.7,100,100,98.8,99.1,98.8
KPN_03339,99.69,99.79,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.79,99.78,99.9,99.76,99.9,99.9,99.9,99.9,99.69,99.9,99.79,99.69,99.9,99.9,99.79,99.9,99.9,99.9,99.37,99.79,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.79,99.9,99.9,99.9,99.9,99.69,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.64,99.9,99.9,99.9,99.9,99.37,99.79,99.79,100,100,99.69,99.37,99.79
KPN_03380,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.68,98.57,100,100,100,99.68,100,100,100,100,100,99.37,100,99.36,100,100,100,100,100,100,100,100,99.68,100,100,100,100,99.68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.36,100,100,100,100,100,99.68,100
KPN_04550,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.16,100,100,100,100,100,100,100,100,100,100,100,100,100
KPN_01538,100,100,94.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.68,100,100,100,100,100,100,100,100,99.56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.68,100,100,100,100,100,99.12,99.07
KPN_03895,100,100,99.41,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,99.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,99.7,99.7,100,100,100,98.81,100
KPN_03442,99.48,99.48,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.48,100,100,100,100,100,100,100,99.48,100,100,100,100,100,99.48,100,100,100,97.41,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.45,100,100,100,100,100,98.96,100
KPN_01074,99.71,100,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,100,99.71,99.71,99.71,99.71,99.71,99.71,99.71,100,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,100,100,100,99.71,99.14,100,99.71,99.43,99.71,99.43,100,99.71,99.71,99.71,99.71,99.71,99.71,99.71,100,99.71,99.71,99.71,99.71,100,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.71,99.14,99.71,99.41,100,100,99.41,98.56,99.12
KPN_04590,99.3,100,100,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,91.67,99.65,99.65,99.65,99.3,99.65,99.65,99.65,100,98.59,99.3,99.65,99.65,99.65,100,99.65,100,99.65,96.83,100,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.3,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,100,100,99.65,99.65,99.65,99.65,97.18,100,100,100,100,100,98.94,100
KPN_02734,99.5,98.74,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,99.25,98.99,98.99,98.99,100,98.99,98.99,98.99,99.5,99.25,98.99,99.25,98.99,98.99,98.74,98.99,98.99,98.99,93.7,99.25,98.99,98.99,98.99,98.99,98.99,98.99,98.99,99.5,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,99.25,98.69,98.99,98.99,98.99,98.99,93.45,98.99,98.99,100,100,99.5,93.88,98.12
KPN_03922,100,99.71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.85,100,100,100,100,100,100,100,100,100,100,99.85,100,100,99.71,100,99.85,100,99.42,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.83,100,100,100,100,99.42,100,100,100,100,100,99.42,100
KPN_04331,99.82,100,99.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,100,100,100,99.82,100,100,100,99.82,99.82,99.82,99.82,100,99.82,100,100,99.82,100,99.45,99.82,100,100,100,100,100,100,100,99.82,100,100,100,100,99.82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,99.81,100,100,100,100,99.27,99.82,99.82,100,100,99.82,98.9,99.63
KPN_00211,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.63,99.63
KPN_02369,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79
KPN_02705,99.29,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.29,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.29,99.53,99.53,99.29,99.53,99.53,99.53,99.53,99.29,99.53,97.87,99.05,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.29,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,99.53,98.78,99.53,99.53,99.53,99.53,97.63,99.29,99.29,100,100,99.29,96.92,99.05
KPN_00838,100,99.17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,100,100,100,100,100,100,100,99.17,100,98.75,100,98.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.75,100,100,100,100,100,99.58,100
KPN_04412,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.55,100,100,100,100,100,100,100,100,98.22,100,100,100,100,100,100,100,100,99.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.44,100,100,100,100,100,99.55,
KPN_04094,100,99.53,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.78,99.78,99.77,99.78,99.77,99.77,99.77,99.77,99.77,99.66,99.78,100,99.77,99.77,99.77,99.77,,,99.77,99.78,100,100,100,99.77,99.77,99.53,99.77,100,99.77,,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,100,99.77,99.77,99.77,99.77,99.77,99.77,99.77,99.77,100,100,99.77,,93.49
KPN_02783,100,100,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,100,99.33,99.33,99.33,99.67,99.33,99.53,99.06,100,100,100,99.67,99.33,99.33,100,99.33,99.67,99.33,99.33,100,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.67,99.33,99.33,99.33,99.33,99.67,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,99.33,100,100,99.33,99.33,99.33,99.33,,99.33,99.33,100,100,100,96,99
KPN_04005,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
KPN_02463,99.44,99.15,,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,99.15,98.87,98.87,98.87,98.87,98.87,98.87,,99.44,99.72,99.44,99.15,98.87,98.87,99.15,99.15,99.44,98.87,95.21,99.44,98.87,98.87,98.87,98.87,98.87,98.87,98.87,99.72,98.87,98.87,98.87,98.87,98.59,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,98.87,99.15,99.44,98.87,98.87,98.87,98.87,94.37,99.15,99.15,100,100,100,97.46,98.87
KPN_01197,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,100,100,100,100,100,100,100,100,99.7,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.7,100,100,100,100,100,99.4,100
KPN_00963,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,98.96,98.96,99.22,99.22,99.74,99.5,99.74,100,99.74,99.74,,99.75,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,98.96,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,100,100,100,99.74,99.74,99.48,99.5,99.74,99.74,99.74,99.74,,99.22,99.22,100,99.74,98.96,,99.22
KPN_02706,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69,100,100,100,100,100,100,100,99.39,100,100,100,100,100,100,100,100,99.69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.35,100,100,100,100,100,100,98.99
KPN_04656,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.35,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.35
KPN_01203,99.71,99.41,99.09,99.41,99.41,99.38,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.12,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.71,99.71,99.41,99.71,99.41,99.71,99.41,99.41,99.41,99.41,99.12,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.71,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.71,99.09,99.41,99.41,99.41,99.41,99.12,99.71,99.71,100,100,99.71,99.12,99.41
KPN_00611,100,99.23,100,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.74,99.49,99.49,99.49,99.74,99.49,99.49,99.49,99.23,100,99.74,100,99.49,99.49,99.49,99.49,100,99.49,97.44,100,99.49,99.49,99.49,99.49,99.49,99.49,99.49,100,99.49,99.49,99.49,99.49,100,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.23,99.49,100,100,99.49,99.49,99.49,99.49,97.44,100,100,100,100,99.23,96.93,
KPN_02851,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,100,100,100,98.94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.59,100,100,100,100,100,98.6,100
KPN_00075,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,99.65,100,100,100,99.65,100,100,100,100,100,100,100,100,100,98.61,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.65,100,100,100,100,100,98.95,100,100,100,100,99.65,98.95,100
KPN_00198,100,100,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,100,99.69,99.69,99.69,100,100,100,100,99.69,100,100,99.69,100,99.69,99.06,100,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,99.69,100,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,99.69,100,100,99.69,99.69,99.69,99.69,99.06,100,100,100,100,100,99.06,100
KPN_00392,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.45,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.45
KPN_04286,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.72,100,100,100,100,100,100,100,100,100,100,99.72,100,99.17,99.18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.17,100,100,100,100,100,99.72,100
KPN_03494,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,100,100,100,100,100,100,99.45,100,100,100,100,100,100,100,100,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.73,100,100,100,100,99.45,99.73,99.73,100,100,100,99.73,100
KPN_00852,99.49,99.36,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.36,99.49,99.49,99.49,99.11,99.49,99.49,99.49,99.36,98.98,99.11,99.24,99.49,98.86,99.36,99.49,99.84,99.49,96.44,99.52,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.62,99.49,99.49,99.49,99.49,99.11,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.24,99.11,99.49,99.49,99.49,99.49,96.44,99.24,99.24,100,100,99.36,96.82,99.11
KPN_03321,99.58,99.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,100,100,99.58,100,99.58,100,100,99.58,100,99.58,100,99.58,99.58,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,99.58,100,100,100,98.73,99.16
KPN_01472,100,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.18,98.79,98.79,98.79,98.18,98.79,98.79,98.79,98.18,97.58,98.18,98.18,98.79,99.39,98.79,98.79,98.18,98.79,95.76,98.18,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.18,98.79,98.79,98.79,98.79,96.97,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,97.58,99.39,98.79,98.79,98.79,98.79,95.76,97.58,97.58,100,100,98.18,96.97,98.79
KPN_01256,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.44,100,100,99.62,100,99.81,100,100,99.62,100,99.81,99.81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.75,100,100,100,100,100,99.81,99.81,100,100,99.44,100,99.81
KPN_02445,100,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.79,100,100,100,99.59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.38,100,100,100,100,100,99.59,99.59
KPN_04249,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.78,100,100,100,100,100,100,100,100,99.78,100,100,99.56,100,98.91,100,100,100,100,100,100,100,100,99.78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.78,99.31,100,100,100,100,98.69,100,100,100,100,100,98.25,100
KPN_02701,100,99.47,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.47,100,100,100,99.47,98.94,97.88,100,100,100,99.47,100,100,100,97.88,100,100,100,100,100,100,100,100,100,100,100,100,100,97.88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.94,99.47,100,100,100,100,97.88,99.47,99.47,100,100,99.47,98.94,100
KPN_02309,99.53,99.26,99.51,98.82,98.77,98.82,98.77,98.77,98.82,99.07,98.82,99.07,98.82,99.51,98.82,98.77,99.07,98.77,98.77,98.77,99.07,99.29,98.82,98.82,98.82,99.51,99.07,98.82,98.82,99.53,99.51,99.51,99.51,98.77,99.77,99.26,99.77,99.51,98.82,98.84,99.51,98.77,98.82,99.07,98.77,98.77,98.77,99.07,99.26,99.07,98.77,98.77,98.77,99.53,98.77,98.77,98.77,98.77,99.07,98.77,98.77,98.82,98.82,98.77,98.77,98.77,98.77,98.77,99.29,99.49,98.77,98.77,98.77,98.82,98.77,99.51,99.51,100,99.76,99.53,99.31,99.02
KPN_04442,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,99.49,100,99.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,99.58,100,100,100,100,100,99.58,99.58
KPN_03799,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,99.73,100,100,100,100,100,100,100,100,100,100,100,100,100,98.64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.91,100,100,100,100,100,99.46,100
KPN_04840,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.58,100,100,100,100,100,100,99.58
KPN_04134,99.67,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.67,99.51,99.51,99.51,99.67,99.51,,99.51,99.84,99.67,99.67,99.67,99.51,99.67,99.67,99.51,99.67,99.51,99.18,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.67,99.51,99.51,99.51,99.51,99.67,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.67,99.51,99.51,99.51,99.51,99.18,99.51,99.51,100,100,99.84,99.84,99.51
KPN_04211,99.64,100,99.64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.64,100,100,100,100,100,100,100,99.28,100,100,99.64,100,100,100,100,99.64,100,99.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.64,100,100,100,100,99.28,100,100,100,100,99.28,99.28,99.64
KPN_03624,99.93,100,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,100,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,99.93,100,100,99.93,100,100,99.93,100,99.93,99.65,100,99.86,99.93,99.93,99.86,99.86,99.93,99.93,100,99.93,99.93,99.93,99.93,100,99.86,99.86,99.93,99.86,99.93,99.86,99.86,99.93,99.93,99.93,99.93,99.93,99.86,99.93,99.93,99.93,99.93,99.93,99.86,99.93,99.72,100,100,100,100,99.93,99.39,100
KPN_02392,100,100,100,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,100,99.79,99.79,99.79,99.79,99.79,99.49,99.79,100,99.79,99.79,99.79,100,99.79,99.79,99.79,100,100,100,100,99.79,100,100,100,100,99.79,98.95,100,99.79,99.79,99.79,99.79,99.79,99.79,99.79,100,99.79,99.79,99.79,99.79,100,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,99.79,100,100,99.79,99.79,99.79,99.79,98.95,100,100,100,100,100,99.37,100
KPN_03965,100,94.04,95.58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.69,100,100,96.92,94.89,100,100,100,100,100,99.38,99.07,100,99.69,94.04,100,100,100,97.83,100,100,100,100,100,100,100,100,98.45,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.15,100,100,100,100,97.83,99.07,99.07,100,100,100,98.14,98.76
